Name,Status,Price,Stars,Ratings,URL,UPC
Microsoft Xbox One X 1TB Console-Gold Rush Special Edition Battlefield V Bundle,Novo em folha,"R$ 3 286,21",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Console-Gold-Rush-Special-Edition-Battlefield-V-Bundle/153281440065?_trkparms=ispr%3D1&hash=item23b0492941:g:0PYAAOSwIbtb~tN-&enc=AQAEAAACcIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKDfYOPGy6TP3UksDR9kNPnyg6jUaqdmZUvFBcz3wsij1ooG2E%2Bbbq0yuO5Q8q8NSboqCDLi9oVXY%2B2H0BF6mjo%2F3JUoQcWDBuVqVvaWRbyyrKs7MpcKK4IbNewkGh1ijeX5V4tkdK%2FW4xtMYC3gZK45kAfY8nD39AgwHUpkPwWrtCNJ34jvm8%2BAFfsFrxw6DMoWpUi%2BALxxLo67aQtAW2ai0xwzt2QOGXt4ykwa3O5jyALeF0hyCsK70gIlYlWUvt5JmeZ82vBwpqzp4BjuoDZEn0%2BKd%2BJ0b10VlBPABUBZWnWhHcazTosHeZaaN%2FcGBI1rmfZ7ufKxXlclOnqkKmtVjh3KVhllREvJ5c%2FlBQL99EHbr0hmr2LDvyVWn0vRJEUYiM473wyodIpK5YrbxdlCQTGG1PRUghCdV10nxgXk3KHiOH%2BMGFoKBmKLS%2BR%2FBgyYISXn4YG9xuRnva6YuYk2CoEZtC03Ek09z4CyajeNT0jH9tTVQTaez%2F78xoOpC50JefSwsQfWO54alkNLyEnrrNETEUIs3D2vC9Ws%2B5ZG1djjqzvD%2BO6EUjif%2FNxyhI2NJATCZa%2Bu7Oc0Mtoc%2F%2F5mrVVEcTQ%2FKVF4sKiz41GD%2F1n7I4PuTdF%2FplKyzFpcgsrEG%2FK2Zr8%2BEZ0hJ3rTpmvv2Sp7EjqCpHyrAtqUwDrKyzA7wGro66w8oW%2FQPJuITfxlbgi8lAxkf3Cu%2BY6tEEM7%2BZlB6mcBNkbii4XtJAaQYyT%2B%2B8vD9PC8TR15bdBwKzFQqW8E81mJJiF3vXSRRp2w%3D%3D&checksum=153281440065d9e8e535f86b411488a143df68d26b78,Xbox One X Cyberpunk 2077 Limited Edition Console Bundle 1TB IN HAND FAST SHIP,Novo em folha,"R$ 2 868,80",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-Bundle-1TB-IN-HAND-FAST-SHIP/174312126556?hash=item2895cff85c:g:fkkAAOSwN5Ve4EEY,889842564075
Microsoft - Xbox One X 1TB Cyberpunk 2077 Limited Edition Console Bundle *Sealed,Novo em folha,"R$ 2 602,93",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Cyberpunk-2077-Limited-Edition-Console-Bundle-Sealed/383582590966?hash=item594f4dd7f6:g:VksAAOSw3TJe36K9,
BOXED XBOX ONE X CONSOLE WITH CONTROLLER,Seminovo,"R$ 780,05",Tem,0,https://www.ebay.com/itm/BOXED-XBOX-ONE-X-CONSOLE-WITH-CONTROLLER/303595918635?hash=item46afba152b:g:z6kAAOSwaXVe5fqy,
Xbox One X Cyberpunk 2077 Limited Edition Console 1tb. Sold Out!,Novo em folha,"R$ 2 477,74",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-1tb-Sold-Out/324199194303?hash=item4b7bc71ebf:g:ljAAAOSwA6Be3qpo,
Novo anúncio,Novo em folha,"R$ 2 353,26",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Forza-Horizon-4-LEGO-Speed-Champions-Bundle/274398807692?epid=20034672274&hash=item3fe371868c:g:ulcAAOSw7iZeNtQM,0889842522761
Microsoft Xbox One X 1 TB Cyberpunk 2077 Limited Edition Console Bundle Brand Ne,Novo em folha,"R$ 2 503,82",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1-TB-Cyberpunk-2077-Limited-Edition-Console-Bundle-Brand-Ne/124214928805?hash=item1cebc965a5:g:FosAAOSwjZZe3BDc,
Microsoft Xbox One X 1TB Cyberpunk 2077 Console Bundle - SHIPS TODAY,Novo em folha,"R$ 2 347,28",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Cyberpunk-2077-Console-Bundle-SHIPS-TODAY/184324440229?hash=item2aea97c0a5:g:nZoAAOSwknVe4PCP,
Microsoft Xbox One X Console - Star Wars Jedi: Fallen Order Bundle [1TB] NEW,Novo em folha,"R$ 3 129,72",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Console-Star-Wars-Jedi-Fallen-Order-Bundle-1TB-NEW/143627317167?epid=21034673803&hash=item2170daefaf:g:~IIAAOSw049e36SU,889842485257
Microsoft Xbox One X 1 TB Console w/ NBA 2K20 & Controller + Vinyl Skin Sticker,Novo em folha,"R$ 2 394,02",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1-TB-Console-w-NBA-2K20-Controller-Vinyl-Skin-Sticker/333467822747?epid=21033747719&hash=item4da43b2a9b:g:figAAOSww9deEtea,0889842477269
Microsoft Xbox One X 1TB bundle,Seminovo,"R$ 930,82",Tem,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-bundle/153971833764?hash=item23d96fbba4:g:u1oAAOSwNU9e5pD1,
Microsoft Xbox One X Cyberpunk 2077 Limited Edition Console 1 TB (SOLD OUT),Novo em folha,"R$ 2 790,46",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-1-TB-SOLD-OUT/254618101812?hash=item3b486be834:g:qaQAAOSwj19e2qj0,
Novo anúncio,Novo em folha,"R$ 2 327,04",Xbo,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Cyberpunk-2077-Limited-Edition-Console-Bundle/264765184505?epid=25039041277&hash=item3da53c19f9:g:w8YAAOSwCWte26EW,
Xbox One X 1TB Console – Cyberpunk 2077 Limited Edition Bundle,Novo em folha,"R$ 2 399,50",0,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle/184325015814?hash=item2aeaa08906:g:C8IAAOSwo8te4jEj,
Microsoft Xbox One X 1TB Limited Edition Cyberpunk 2077 Console (Brand New),Novo em folha,"R$ 2 490,86",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Limited-Edition-Cyberpunk-2077-Console-Brand-New/164241625593?epid=0&hash=item263d9051f9:g:hmEAAOSwcLNe4RIu,
XBOX ONE X CYBERPUNK 2077 NEUVE,Novo em folha,"R$ 1 276,20",Tem,0,https://www.ebay.com/itm/XBOX-ONE-X-CYBERPUNK-2077-NEUVE/293612424217?hash=item445caa0c19:g:KY0AAOSw~vZe5R9F,
Xbox One X 1 TB Cyberpunk 2077 Limited Edition Bundle SHIPS NOW!,Novo em folha,"R$ 2 398,71",0,0,https://www.ebay.com/itm/Xbox-One-X-1-TB-Cyberpunk-2077-Limited-Edition-Bundle-SHIPS-NOW/264761659370?hash=item3da5064fea:g:1vUAAOSwG4Be4TrO,889842564075
XBOX ONE X CYBERPUNK 2077 Limited Edition Console Bundle 1TB FAST FREE SHIPPING,Novo em folha,"R$ 2 555,98",0,0,https://www.ebay.com/itm/XBOX-ONE-X-CYBERPUNK-2077-Limited-Edition-Console-Bundle-1TB-FAST-FREE-SHIPPING/124220255131?hash=item1cec1aab9b:g:gwwAAOSwZ19e4qzw,889842564075
Cyberpunk 2077 Xbox One X 1TB Limited Edition Console - ⚡️ SHIPS TODAY ⚡️,Novo em folha,"R$ 2 608,09",0,0,https://www.ebay.com/itm/Cyberpunk-2077-Xbox-One-X-1TB-Limited-Edition-Console-SHIPS-TODAY/174313589172?hash=item2895e649b4:g:7gwAAOSwCf9e4jeA,
NEW Xbox One X 1TB Console Star Wars Jedi: Fallen Order Deluxe Edition Bundle,Novo em folha,"R$ 2 242,75",5.0,0,https://www.ebay.com/itm/NEW-Xbox-One-X-1TB-Console-Star-Wars-Jedi-Fallen-Order-Deluxe-Edition-Bundle/233407357066?epid=21034673803&hash=item365829a08a:g:KzsAAOSwIi5d0uXj,889842485257
Xbox One X Cyberpunk 2077 Limited Edition Console Bundle 1TB IN HAND Ships Now!,Novo em folha,"R$ 2 712,21",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-Bundle-1TB-IN-HAND-Ships-Now/303591122224?hash=item46af70e530:g:yeMAAOSwLRde3ttX,889842564075
Xbox One X Cyberpunk 2077 Limited Edition Console 1tb. Sold Out! IN HAND Collect,Novo em folha,"R$ 3 124,51",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-1tb-Sold-Out-IN-HAND-Collect/174307892974?hash=item28958f5eee:g:KVcAAOSw1T1e4~8-,
Novo anúncio,Novo em folha,"R$ 786,61",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console/164245452103?epid=23031191832&hash=item263dcab547:g:c1MAAOSwN35e5yQx,5027757108709
Xbox One X 1TB Limited Edition CyberPunk 2077 Console BRAND NEW & SEALED,Novo em folha,"R$ 2 163,10",Xbo,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Limited-Edition-CyberPunk-2077-Console-BRAND-NEW-SEALED/333623715803?epid=21038994562&hash=item4dad85e7db:g:RpMAAOSwGjpe45i9,889842564136
Microsoft xbox one x cyberpunk 2077 Limited Edition,Novo em folha,"R$ 3 528,67",0,0,https://www.ebay.com/itm/Microsoft-xbox-one-x-cyberpunk-2077-Limited-Edition/264762640008?hash=item3da5154688:g:Co0AAOSwhIRe4kCp,
Novo anúncio,Seminovo,"R$ 166,92",Tem,0,https://www.ebay.com/itm/Microsoft-Xbox-one-wireless-controller/124224445143?hash=item1cec5a9ad7:g:r24AAOSwTM5exJ-3,
Microsoft Xbox One X Star Wars Jedi: Fallen Order Bundle (1TB),Novo em folha,"R$ 2 582,07",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Star-Wars-Jedi-Fallen-Order-Bundle-1TB/143573475503?epid=21034673803&hash=item216da560af:g:QiwAAOSwv8Feim7U,889842485257
Cyberpunk 2077 Xbox One X Limited Edition Console - Brand New and Sealed!!,Novo em folha,"R$ 2 589,25",0,0,https://www.ebay.com/itm/Cyberpunk-2077-Xbox-One-X-Limited-Edition-Console-Brand-New-and-Sealed/174312620711?hash=item2895d782a7:g:tHQAAOSwfEVe4OkA,
Xbox One X 1TB NBA 2K19 Console Bundle,Novo em folha,"R$ 3 129,72",4.5,0,https://www.ebay.com/itm/Xbox-One-X-1TB-NBA-2K19-Console-Bundle/133233132896?epid=11026369009&hash=item1f05504560:g:SggAAOSwHSdb9FXu,889842306361
Microsoft Xbox One X 1TB Cyberpunk 2077 Console Bundle,Novo em folha,"R$ 2 816,75",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Cyberpunk-2077-Console-Bundle/313108297604?hash=item48e6b57784:g:QWgAAOSwxEde3CQj,Does Not Apply
++ MICROSOFT XBOX ONE X 1TB ? CYBERPUNK 2077 LIMITED EDITION ++,Novo em folha,"R$ 2 640,62",0,0,https://www.ebay.com/itm/MICROSOFT-XBOX-ONE-X-1TB-CYBERPUNK-2077-LIMITED-EDITION/124216496309?hash=item1cebe150b5:g:gMsAAOSwz~he2nWG,
*IN HAND READY TO SHIP* Xbox One X Cyberpunk 2077 Limited Edition Console,Novo em folha,"R$ 2 086,52",Tem,0,https://www.ebay.com/itm/IN-HAND-READY-TO-SHIP-Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console/124222267268?hash=item1cec395f84:g:tooAAOSw3TJe5USb,
Microsoft/Xbox One X 1Tb Cyv-00015,Seminovo,"R$ 2 252,03",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1Tb-Cyv-00015/402283911587?hash=item5da9fd59a3:g:-lUAAOSwJlRe16S8,Does Not Apply
Microsoft Xbox One X 1 TB Cyberpunk 2077 Limited Edition Console Bundle NIB NEW,Novo em folha,"R$ 2 477,69",0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1-TB-Cyberpunk-2077-Limited-Edition-Console-Bundle-NIB-NEW/402290613681?hash=item5daa639db1:g:WpIAAOSwp49e4FeL,889842564075
Cyberpunk 2077 Limited Edition Xbox One X Bundle New NTSC-U Region 1 A UHD 4K US,Novo em folha,"R$ 2 622,02",Tem,0,https://www.ebay.com/itm/Cyberpunk-2077-Limited-Edition-Xbox-One-X-Bundle-New-NTSC-U-Region-1-A-UHD-4K-US/233618419771?hash=item3664be303b:g:ywIAAOSwx8xe5S40,
Microsoft Xbox One X 1TB 4K HDR Console with Extra Controller Xbox One,Novo em folha,"R$ 3 025,45",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-4K-HDR-Console-with-Extra-Controller-Xbox-One/274250212859?epid=238382386&hash=item3fda9625fb:g:V34AAOSwV6heK2wH,0889842208252
Xbox One X 1TB Console Cyberpunk 2077 Limited Edition Bundle Collectors IN HAND,Novo em folha,"R$ 2 451,55",0,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Collectors-IN-HAND/333624588769?hash=item4dad9339e1:g:4SEAAOSwbgxe5Mm9,
Xbox One X 1TB Console - Gears of war 5 Limited Edition Bundle White,Novo em folha,"R$ 3 004,01",0,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Gears-of-war-5-Limited-Edition-Bundle-White/183945807598?hash=item2ad40646ee:g:cmgAAOSw2mdddYOh,Does Not Apply
Novo anúncio,Recondicionado,"R$ 1 825,65",4.5,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-4K-Ultra-HD-Gaming-Console-Unboxed/392840624994?epid=8026284707&hash=item5b77203b62:g:yq8AAOSwH49eidrF,0603784352176
Xbox One X 1TB Limited Edition Cyberpunk 2077 Console - SOLD OUT,Novo em folha,"R$ 2 499,83",0,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Limited-Edition-Cyberpunk-2077-Console-SOLD-OUT/324192623178?hash=item4b7b62da4a:g:TDYAAOSwoAFe303W,
"Sealed Cyberpunk 2077 Xbox One X Console Bundle -- In Hand, Same Day Shipping!",Novo em folha,"R$ 2 138,68",Tem,0,https://www.ebay.com/itm/Sealed-Cyberpunk-2077-Xbox-One-X-Console-Bundle-In-Hand-Same-Day-Shipping/254622966171?hash=item3b48b6219b:g:XcgAAOSwuRpe4Zhc,
Xbox One X Cyberpunk 2077 1TB Limited Edition Console Bundle With Johnny Figure,Novo em folha,"R$ 2 738,55",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-1TB-Limited-Edition-Console-Bundle-With-Johnny-Figure/254624168517?hash=item3b48c87a45:g:DCMAAOSwEXJe5FLz,
Xbox One X Cyberpunk 2077 Limited Collectors Edition Console 1TB | New | In Hand,Novo em folha,"R$ 2 268,83",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Collectors-Edition-Console-1TB-New-In-Hand/254624216541?hash=item3b48c935dd:g:fxYAAOSwz3Je4rGy,
XBOX ONE X 1TB CONSOLE GOLD COLOURED RUSH LIMITED EDITION (EU STOCK),Novo em folha,"R$ 2 511,70",0,0,https://www.ebay.com/itm/XBOX-ONE-X-1TB-CONSOLE-GOLD-COLOURED-RUSH-LIMITED-EDITION-EU-STOCK/303383656830?hash=item46a313397e:g:q-0AAOSwUGddN4Uj,Does not apply
INHAND Xbox One X Cyberpunk 2077 Limited Edition Console Bundle 1TB SAMEDAY SHIP,Novo em folha,"R$ 2 607,89",0,0,https://www.ebay.com/itm/INHAND-Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-Bundle-1TB-SAMEDAY-SHIP/184324060180?hash=item2aea91f414:g:-8wAAOSwAtZe4PAI,
Xbox One X 1TB Console – Cyberpunk 2077 Limited Edition Bundle! Console In Hand,Novo em folha,"R$ 1 935,24",Tem,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Console-In-Hand/203018133749?hash=item2f44d2e0f5:g:CHIAAOSwUJNe4W6p,
Novo anúncio,Novo em folha,"R$ 2 346,56",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Bundle-XBOX-One-X-NEU-OVP/164245529354?hash=item263dcbe30a:g:GMAAAOSw9PNeoYWd,
XBOX ONE X CYBERPUNK 2077 console,Novo em folha,"R$ 2 621,96",0,0,https://www.ebay.com/itm/XBOX-ONE-X-CYBERPUNK-2077-console/254618160281?hash=item3b486ccc99:g:z2AAAOSwu2Re3AQV,
"Microsoft Xbox One X Project Scorpio Edition, 1TB, Black Console",Novo em folha,"R$ 3 155,86",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Project-Scorpio-Edition-1TB-Black-Console/132412266743?epid=239434237&hash=item1ed462d8f7:g:178AAOSwc2FaGWM8,0889842208474
Xbox One X Cyberpunk 2077 Limited Edition Console Bundle 1TB SHIPS TODAY FREE,Novo em folha,"R$ 2 555,98",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-Bundle-1TB-SHIPS-TODAY-FREE/174314036030?hash=item2895ed1b3e:g:5MsAAOSwRb1e4rvt,889842564075
Microsoft Xbox One X 1 TB Console with NBA 2K20 & Controller + Gold Membership,Novo em folha,"R$ 2 451,61",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1-TB-Console-with-NBA-2K20-Controller-Gold-Membership/313055436349?epid=21033747719&hash=item48e38ede3d:g:blAAAOSwkU9el5lI,0889842477269
Xbox One X 1TB Console - Star Wars Jedi: Fallen Order Bundle,Novo em folha,"R$ 1 930,03",Tem,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Star-Wars-Jedi-Fallen-Order-Bundle/153971042850?hash=item23d963aa22:g:~7IAAOSwfcNd9PXq,
