Name,Status,Price,Stars,Ratings,URL,UPC
Microsoft Xbox One X 1TB Tom Clancy’s The Division 2 Console Bundle - Black,Novo em folha,"R$ 2 138,63",4.5,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Tom-Clancy-s-The-Division-2-Console-Bundle-Black/283913852031?epid=11029100475&hash=item421a95947f:g:PVcAAOSwOe5e5bir,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle! Fast Shipping,Novo em folha,"R$ 2 608,09",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-Fast-Shipping/114260261954?hash=item1a9a713c42:g:L-YAAOSwUIhe57Fa,889842564075
Xbox One X 1 TB Cyberpunk 2077 Limited Edition Console Bundle BRAND NEW,Novo em folha,"R$ 2 607,89",0,0,https://www.ebay.com/itm/Xbox-One-X-1-TB-Cyberpunk-2077-Limited-Edition-Console-Bundle-BRAND-NEW/254625416604?hash=item3b48db859c:g:~tAAAOSwRh9e5kfZ,889842564075
Xbox One X Cyberpunk 2077 Limited Edition Nuevo Sellado ,Novo em folha,"R$ 4 998,94",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Nuevo-Sellado/254615140786?hash=item3b483eb9b2:g:FDMAAOSwLg1e1kso,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle - in hand,Novo em folha,"R$ 2 086,52",Tem,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-in-hand/203019921460?hash=item2f44ee2834:g:WqcAAOSwCMBe5B-C,
XBOX ONE X 1TB Consola,Novo em folha,"R$ 2 285,93",Pre,0,https://www.ebay.com/itm/XBOX-ONE-X-1TB-Consola/173969854510?hash=item288169502e:g:7d0AAOSwgaZemHk9,0889842208337
Xbox One X Forza Horizon 4 Peer Edition,Seminovo,"R$ 3 636,17",0,0,https://www.ebay.com/itm/Xbox-One-X-Forza-Horizon-4-Peer-Edition/402283911209?hash=item5da9fd5829:g:KgQAAOSwdTRe16Sh,Does Not Apply
Xbox One X 1TB Console Cyberpunk 2077 Limited Edition Bundle Sold out everywhere,Novo em folha,"R$ 3 124,56",0,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Sold-out-everywhere/114252241506?hash=item1a99f6da62:g:VN4AAOSwDpte3XD~,
BRAND NEW Microsoft Xbox One X 1TB Star Wars Jedi: Fallen Order Bundle,Novo em folha,"R$ 2 289,95",5.0,0,https://www.ebay.com/itm/BRAND-NEW-Microsoft-Xbox-One-X-1TB-Star-Wars-Jedi-Fallen-Order-Bundle/264764232505?epid=21034673803&hash=item3da52d9339:g:XPkAAOSwEX1eNtQD,0889842485257
Novo anúncio,Novo em folha,"R$ 1 877,87",Tem,0,https://www.ebay.com/itm/XBOX-ONE-X-CYBERPUNK-2077-Limited-Edition-Bundle-Console-READY-TO-SHIP-NOW/283915949587?hash=item421ab59613:g:wX4AAOSw3hZe4AF-,
MICROSOFT CYBERPUNK 2077 XBOX ONE X LIMITED SPECIAL EDITION SOFORT LIEFERBAR,Novo em folha,"R$ 2 287,75",0,0,https://www.ebay.com/itm/MICROSOFT-CYBERPUNK-2077-XBOX-ONE-X-LIMITED-SPECIAL-EDITION-SOFORT-LIEFERBAR/363010689822?hash=item54851f8b1e:g:Ky0AAOSwW5Je2oPI,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle In Hand,Novo em folha,"R$ 2 602,93",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-In-Hand/274393846261?hash=item3fe325d1f5:g:TVoAAOSwRB5e4X8O,
Xbox One X Cyberpunk 2077 Limited Edition Bundle 1TB,Novo em folha,"R$ 2 523,63",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Bundle-1TB/402293182369?hash=item5daa8acfa1:g:1mEAAOSwKbNe44Be,
Xbox One X Cyberpunk 2077 Limited Edition Console 1TB - Brand New & Sealed UK,Novo em folha,"R$ 2 425,04",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-1TB-Brand-New-Sealed-UK/264762483095?hash=item3da512e197:g:LlsAAOSwhIRe49SQ,
Xbox One X 1TB Console Cyberpunk 2077 Limited Edition Bundle Collectors IN HAND,Novo em folha,"R$ 2 034,35",Tem,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Collectors-IN-HAND/224045799353?hash=item342a2b97b9:g:7JAAAOSw1fJe3SRO,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle IN HAND,Novo em folha,"R$ 2 868,96",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-IN-HAND/224042490901?hash=item3429f91c15:g:8wwAAOSwu19e4sqd,889842564075
Name,Status,Price,Stars,Ratings,URL,UPC
Xbox One X Cyberpunk 2077 1TB Limited Edition Console IN HAND Ships NOW,Brand New,"ILS 2,619.41",Top,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-1TB-Limited-Edition-Console-IN-HAND-Ships-NOW/324188769366?_trkparms=ispr%3D1&hash=item4b7b280c56:g:pfsAAOSwuh1e3Wtl&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk5v8gVt3hEWLVg%252F253w6XCYsV%252Bivtsaz1zeN2IjBn7tmDExjJWeJpGuw4iOpU44iPtsqbiofFwmEEDxWNlvZuTbWPyCB22BaQCdYBD0BmAtcx0uP3nV9YFGZ9rmyI5dXB9LV%252BCZO7EvcDtbh4PZMxGI2AmlgmDnhm7pnKPZyeXhCcAx8neEd1pFc%252FEVFzfUln3jbtP3GRcsnU9xfLp8MYuixoN1a%252FEDzmLh3Y4Ws%252Fx%252BOHMI6Zf53MEFWlFeXvq7dZi0ZP46Q4dR194HgbmbBMipm2Bs2rqqkA7OrehjNNgNtorFeWWQj%252F%252Bp9fxn0NCayT4q4ij7r1r1fK%252BwCFMmTck3QQyFZooAwUgGzD7hRdOCoiOrzdhIE8pV03wD0xvdhdmWfpHZIaP5OcsgCK%252Fo5LGKqyYrbLNku36Pgj07r6%252F5nXZhOSUUDEAWFUHOy5fQuRMIq53%252BMfCc1xArQs1UAa0vP1pYF8S8UGeTW6aVdq6OT2UPPA7TrgMKXBBAWFf9oEAs44Y%252FHJoeNJQWH%252BMxbRKiGmAWLgdqmRDt%252FpAtjkbQFCc8ZmiExgV3el7OneYyjgyZaXrJz5MxPTzP5iHfPckat7mG8SfpozQiG8PvGqNxldwu6L%252FSS8eRQlFnpXgoczyiewDMqPFChOeA%252BjlCjELVGlrVlRLi7ItaofeMAu1bCj4HIO%252Bw8AszbbfxIj9V9UzEdLPpkL9gym%252Bo9NDZPdMRLvCv3G7eL9hOUKEx8olmBPXRGJQgGy7HSbhnIGlqNsfBFspjIE034TuHnY6AHs1w%253D%253D%7Ccksum%3A324188769366444f8c94058d4b7f87033467c5b094d5%7Campid%3APL_CLK%7Cclp%3A2334524,
Microsoft Xbox One X Cyberpunk 2077 Limited Edition Console Bundle - 1TB,Brand New,"ILS 6,548.56",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-Bundle-1TB/303739553559?epid=7039722816&_trkparms=ispr%3D1&hash=item46b849c717:g:zYUAAOSwAmBfngR1&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkpFtSR0CGv%252Bh98r8Yb9quS75bcBiToneazH80%252Bj2d%252BKTflam29BLcSWH7GmfAhnIdTXLerz8EgZsCM7E9OMWVU96cAq%252BM%252BS0OXlxLBr3kw0r%252BENRqu48TjIZ0Dq9jZ7fenEPf7Y51mQwtBSJCbgpHhu%252BkCxT2T2Ldw4dszKwwnRHE%252BuNLX37nYUZu%252B66C3F8ALVRCPm3OspIM1HxDtB5YXDlNku78XOF0IHMnUDTAaZ2rzEoqkDSOOXi6GeCK9OD%252BZsE8fA9voGXVXF%252Br20iZE3l3c75J11WPm0OwmHWIkJwu%252FMS5aF0ct1y35Yyutr6jC%252FoaJR%252FL7Q6wAFu5ck%252FunVHaZnWm5Z8vFACJkt1ieWJPZL45XiJJSQjR1jeWp4HFxtNJQCNVzlrapwD55pVqaaO%252BfYjSRWRMcJMMQWtarocDG1Rx0%252B%252BS1AqxE7ngtDHK%252BXtnoPXjBOUBX9AkHjp1b8sTItyZj2hPPwQ4Dar%252Bwvwbk%252FVvAutDeTGh%252FmdavqtjF289v5k%252FKOIO8yte0tt%252Fj2Uaa6ft0ZsFrOyFl4yjE9xx87dv3KAPcRDFI%252FQ%252BfF8jHAhW%252FHp42hMQEDXvlzuOFn3%252FTPOOcoH87kGDppDlFIy45Q37PIdFy93k0cB0yZExz%252Bh2esJ4MycCck7IoHoIn6LdJWUCfXP8GX3xvSVr3dMefsT66FvX6B07YZNwVjbGyebUPItVRgmIFZ3BJIMU0xtxZh1GFdopb4NYx%252BAJVJoxSNebOZTuep40Gx%252Fhqxv2VacJpYw5hnQTeUj3H3GSrA%253D%253D%7Ccksum%3A303739553559444f8c94058d4b7f87033467c5b094d5%7Campid%3APL_CLK%7Cclp%3A2334524,0889842564075
XBOX ONE X - Battlegrounds edition - barely used!,Pre-Owned,ILS 360.17,Tim,0,https://www.ebay.com/itm/XBOX-ONE-X-Battlegrounds-edition-barely-used/224324150452?hash=item343ac2e4b4:g:q3cAAOSw6QRgCfJF,
XBOX Series X 1 TB BLACK - BRAND NEW SEALED (IN HAND) ✅✅✅ ONE DAY SHIP🎮🎮🎮 ,Brand New,"ILS 3,595.40",Wat,0,https://www.ebay.com/itm/XBOX-Series-X-1-TB-BLACK-BRAND-NEW-SEALED-IN-HAND-ONE-DAY-SHIP/174592367163?_trkparms=ispr%3D1&hash=item28a6841a3b:g:PNAAAOSwECtfxnXZ&amdata=enc%3AAQAFAAACgBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkSG%252BOFgrj2Yvbvmrj2TAdM5H081v1c5PY%252F3lplgR3jlmQDekTeDfbIoc%252B3Sm4YIqEUAXNbTz1%252BAImlv9s7KmRKQidX6mWQsRSQi8Sm5PWFC5y04ml4SCYw489tcy%252FMCcuJkaDqc7zUUtOr7D2p1Z0nxUUmxMvwBF7zSK5DUPi%252B0J2ZFdQf3NP8puAXmYiWgu9E5XYlR9ukwf4BLFoLMK%252FuVkNA6aDFy1pIioQtCwH2gA3IEuKYJtkoA1KY2bsvY3%252B7%252BExVTbyTFkDVDMA%252BojP3%252FCUkxwLq%252BSYumomdltejCbjF4U%252F%252FRoj4sKsU6EOA3ONvFF2ZS%252Bfte3XYy7o39boq%252BnFfYobKtJhDsdTQPQmfqzWFrrfP7cZRFxVVnpcUlo%252BPizUqhcdSy7hMcZmdSAGnSvIuby6DYFgrGtIhIMJrSSHfowjSjj8h2ZyTLPJaES5QVOY5FDZSHzBVydgG0Ed4ybrMv0O6eBGJfDBiKgrYykFa2QxjjStGETvnUhOq2Vl8lwfiqBuY5P%252FobZHvn9%252F%252FTjrFHB28y8boD9G9RNrEqU1vihsi%252B6jFea0CfO30fuf7mXJW5dmYcVx2oaB2fO51hyFgytXxPxedbBBKuTWhu5Z9CVy%252BlaHvFIUy8mxaY%252BxcoA%252F%252FXDL2yclYNMfTVqrBgNUNy2jPSymeBjd5%252BXRGUTSwuvUcVP8bRjZMeg%252FVcwKe24BaR%252BPJ0XIi592r1z3iQN6c2Zu2ciLTX1cQy2%252F0HTCq2RONAL9DKERt81hwZTL5f9IoW1XDbYl4EqviLSl%252F1x8tR1yb1O7zHCIKDk9BFA%253D%7Ccksum%3A174592367163444f8c94058d4b7f87033467c5b094d5%7Campid%3APL_CLK%7Cclp%3A2334524,
Microsoft Xbox One X Project Scorpio Edition 1TB Console (NO TIME WASTERS),Pre-Owned,ILS 449.43,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Project-Scorpio-Edition-1TB-Console-NO-TIME-WASTERS/254839867819?epid=239434827&hash=item3b55a3c9ab:g:UwQAAOSwvmNbE8PB,0889842208474
Microsoft Xbox One X 1TB Gold Rush Special Edition Console Only,Refurbished,"ILS 1,536.92",5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Gold-Rush-Special-Edition-Console-Only/114579833980?epid=2299986709&_trkparms=ispr%3D1&hash=item1aad7d847c:g:VXoAAOSwkghf21z2&amdata=enc%3AAQAFAAACgBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkAgU0umhwUTmgTFbE5cu7zWoUSjhRfuMbxHTxDUt5y6J9Y7BgBL%252BkNAbzOb4TigCzcvBO2MQoY2IQ60nAxt7y7aF0vQdAb%252FB5017BdWBY7GjOm7bi9Sr8LzYtO7zHmAJc7%252FxZQp20QxZCSRTvoZkZ1Jx37qfy7KniElJJ6AYu%252Bq%252F9hiyC3k4TskZ8oZiyYZJYVlrhrYWjPcUp%252BrimeJh5Q4dIx40aHAY2HS%252BfyY0Ih9sBg5HjDY%252BRPTuWIiFyL6khzT055rQZiQTFgm9B21CGeV7K9JR63v0Q9YD0HAfCKFj2GZ0B%252F1%252F8chgW4%252BuMNphqByLZSiTbXnwlZBrVD4F%252BGflkJBfSFiLxoEbuZeDO2LoIsJmil5Gl2Is6swYETPPe%252BqsU3lT5dQZsDWjSvhFKh8cV35BUeGy%252F0aaBiE71qHEb0wnjvT5j6etr50SdrbsZy1b1u29LgFv6sejUSNXa6OPqsIgtIorRHe%252FjY7Yi2rarpDfR1vjKZc12kV6X%252Fod%252FV8iWCLJZRAUsocul4TtUeqTOiiU%252FAUaGsKJbf%252FEv2TSx%252F%252B0cttfIZMpKE%252FnGSRPHB1FkDsAsET6iu%252FIwtvDhgyFZPRASSzJpCk%252FvFphYi%252BBJZ1U8kGt%252BM6LONt7reJ8xLOQS4bqzJ8xNS%252BfrqVnmz2lBnImE3VNbpNlRLLZz4afrwP86WmmJb3VJVYKU%252BZdE4eRmMzZUiMQCy%252BzyhFCu04Li3lhw1o2E0jfM3tlM7CHQtD7hPWIl6aGcnktjBR3%252BMv4mujB%252Blo%252BQQfP3vU3XP1JgbFvPgunhnKVzATL8SqY%253D%7Ccksum%3A114579833980444f8c94058d4b7f87033467c5b094d5%7Campid%3APL_CLK%7Cclp%3A2334524,0889842333374
xbox one x project scorpio edition 1tb console,Pre-Owned,ILS 606.73,Tim,0,https://www.ebay.com/itm/xbox-one-x-project-scorpio-edition-1tb-console/324454372530?hash=item4b8afcd4b2:g:6vcAAOSw~mdgAr27,
Microsoft Xbox One X 1TB Black Home Console,Pre-Owned,ILS 648.38,4.5,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Home-Console/143920313948?epid=5031269571&hash=item218251b65c:g:WXkAAOSwKLpgA8SG,0889842208252
"Microsoft Xbox One X Project Scorpio Edition 1TB 11 Games, A40 Headset, Kinect.",Pre-Owned,ILS 965.92,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Project-Scorpio-Edition-1TB-11-Games-A40-Headset-Kinect/124534838300?epid=239434237&hash=item1cfedad41c:g:1s4AAOSwqo1gBt-p,0672773738734
Microsoft Xbox One X 1TB Black Home Console,Pre-Owned,ILS 825.12,4.5,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Home-Console/124529281905?epid=11026369009&hash=item1cfe860b71:g:dP8AAOSwJF5fGaq5,0889842306361
Xbox One S 1TB Fortnite Battle Royale Special Edition Bundle/ NEW! OPEN BOX,Open Box,"ILS 1,719.01",5.0,0,https://www.ebay.com/itm/Xbox-One-S-1TB-Fortnite-Battle-Royale-Special-Edition-Bundle-NEW-OPEN-BOX/254776757515?epid=22032316475&hash=item3b51e0cd0b:g:Q70AAOSwaYdfIYkj,
Microsoft Xbox One X 1TB Black Console,Pre-Owned,ILS 696.62,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console/353359761457?epid=23031191832&hash=item5245e21031:g:PCsAAOSwioNgB0qz,5027757108709
Microsoft Xbox One X 1TB Gold Rush Special Edition Battlefield V Console.,Pre-Owned,ILS 491.14,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Gold-Rush-Special-Edition-Battlefield-V-Console/353362535864?epid=18023141640&hash=item52460c65b8:g:FNkAAOSw9J9eUnmM,
"Xbox one X1 tb project scorpio edition BUNDLE - Headset, Controllers, Games, HDD",Pre-Owned,ILS 736.72,Tim,0,https://www.ebay.com/itm/Xbox-one-X1-tb-project-scorpio-edition-BUNDLE-Headset-Controllers-Games-HDD/203252837672?hash=item2f52d02d28:g:-PsAAOSwMlNgBvOe,
xbox One X Gold Rush Special Edition,Pre-Owned,ILS 584.26,Tim,0,https://www.ebay.com/itm/xbox-One-X-Gold-Rush-Special-Edition/363265587156?hash=item549450f7d4:g:8MgAAOSwU6VgCD-8,
xbox one x 1tb console,Pre-Owned,ILS 831.45,Tim,0,https://www.ebay.com/itm/xbox-one-x-1tb-console/124529312157?hash=item1cfe86819d:g:aykAAOSwuChgAaAZ,
Microsoft Xbox One x Hyperspace Special Edition 1TB,Brand New,ILS 771.82,Tim,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Hyperspace-Special-Edition-1TB/124536966477?epid=20035198735&hash=item1cfefb4d4d:g:CUQAAOSw3lJgCG8-,0889842500332
xbox one x cyberpunk 2077 limited edition,New (Other),ILS 921.33,Tim,0,https://www.ebay.com/itm/xbox-one-x-cyberpunk-2077-limited-edition/383905533813?hash=item59628d8f75:g:~o0AAOSwpNVgAunS,
Xbox One X,Pre-Owned,ILS 449.43,Tim,0,https://www.ebay.com/itm/Xbox-One-X/254838613636?hash=item3b5590a684:g:g~0AAOSwUQZgBoKV,
xbox one x 1tb Gold Rush ,Pre-Owned,ILS 674.15,Tim,0,https://www.ebay.com/itm/xbox-one-x-1tb-Gold-Rush/293958089787?hash=item4471447c3b:g:EekAAOSwcnVgAsnG,
Microsoft Xbox One X 1TB Console - Black,Pre-Owned,ILS 468.22,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Console-Black/274655011343?epid=238382386&hash=item3ff2b6e20f:g:QhoAAOSw6A9gCa3X,0886389157500
Microsoft Xbox One X Cyberpunk 2077 Limited Edition 1TB Console,Pre-Owned,ILS 760.25,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console/383907569599?epid=13039964447&hash=item5962ac9fbf:g:W-sAAOSw8~Zfu29I,0889842564280
Microsoft Xbox One X 1TB Console - 2 Controllers 1 Headset Red Dead Redemption 2,Pre-Owned,ILS 573.00,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Console-2-Controllers-1-Headset-Red-Dead-Redemption-2/293966768294?epid=238382386&hash=item4471c8e8a6:g:L88AAOSwvyhgCgYA,0886389157500
Xbox one x,Pre-Owned,ILS 851.32,Wat,0,https://www.ebay.com/itm/Xbox-one-x/373436116868?hash=item56f286ef84:g:YzwAAOSwBXhgClH4,
Cyberpunk 2077 Xbox One X Console 1 TB SEALED w/ Extra Controller Johnny Figure,Brand New,"ILS 3,274.27",5.0,0,https://www.ebay.com/itm/Cyberpunk-2077-Xbox-One-X-Console-1-TB-SEALED-w-Extra-Controller-Johnny-Figure/224286595616?epid=7039722816&hash=item343885da20:g:U5kAAOSwc-df306x,0889842564075
Xbox ONE X,Pre-Owned,ILS 656.44,Tim,0,https://www.ebay.com/itm/xbox-one-x/284156151845?hash=item422906c825:g:OuUAAOSwo25gCfBl,
Microsoft Xbox One X Hyper Space Special Edition Mint Condition FMP-00153,Pre-Owned,ILS 728.53,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Hyper-Space-Special-Edition-Mint-Condition-FMP-00153/324458196347?epid=2305807221&hash=item4b8b372d7b:g:oqwAAOSw92dgB3KS,0889842477962
Microsoft Xbox One X 1TB Black Console,Pre-Owned,ILS 337.07,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console/184631878393?epid=23031191832&hash=item2afceae2f9:g:6bkAAOSwQl1gCqqp,5027757108709
Microsoft Xbox One X 1TB Black Console superb condition,Pre-Owned,ILS 458.42,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console-superb-condition/184626740925?epid=23031191832&hash=item2afc9c7ebd:g:vBAAAOSw4wdgBbPw,5027757108709
"Microsoft Xbox One X Console - 1TB, White. Excellent Condition In Box",Pre-Owned,ILS 478.05,Tim,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Console-1TB-White-Excellent-Condition-In-Box/174605658387?hash=item28a74ee913:g:tSsAAOSwNYBgCdtA,
Xbox one x project scorpio edition ,Pre-Owned,ILS 503.36,Tim,0,https://www.ebay.com/itm/Xbox-one-x-project-scorpio-edition/203249818668?hash=item2f52a21c2c:g:t2UAAOSwYR9gAvBf,
Microsoft Xbox One X 1TB Black Console,Pre-Owned,ILS 943.80,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console/324460844739?epid=23031191832&hash=item4b8b5f96c3:g:XjQAAOSw3JBgCq6U,5027757108709
Microsoft Xbox One X - 4k 1TB - with 26 Games,Pre-Owned,ILS 788.22,Tim,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-4k-1TB-with-26-Games/114636815383?hash=item1ab0e2fc17:g:KlEAAOSw31NgBVnH,
Xbox One X Robot White Special Edition 1tb Console MINT Condition,Pre-Owned,ILS 916.80,5.0,0,https://www.ebay.com/itm/Xbox-One-X-Robot-White-Special-Edition-1tb-Console-MINT-Condition/143924697353?epid=13027541443&hash=item2182949909:g:phkAAOSwMkVgCh9O,0889842353433
Xbox One X 1TB Console with Controller and Games,Pre-Owned,ILS 762.80,Tim,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-with-Controller-and-Games/383912152761?hash=item5962f28eb9:g:67IAAOSwCyxgCPgh,
Microsoft Xbox One X 1TB Console with Controller ,Pre-Owned,ILS 458.42,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Console-with-Controller/284156228893?epid=21031188036&hash=item422907f51d:g:XCMAAOSwyi5gCglj,0889842306200
Xbox One X 1tb Robot White Special Edition,Pre-Owned,ILS 589.37,5.0,0,https://www.ebay.com/itm/Xbox-One-X-1tb-Robot-White-Special-Edition/203255457041?epid=25027534800&hash=item2f52f82511:g:ZW4AAOSwLBBgCeu2,0889842383133
Microsoft Xbox One X 1TB Black Console,Pre-Owned,ILS 462.91,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console/184631937730?epid=23031191832&hash=item2afcebcac2:g:fb0AAOSwYrZeNtY~,5027757108709
"Microsoft Xbox One X Manufacturer Refurbished Console - 1TB, Black",Pre-Owned,ILS 410.92,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Manufacturer-Refurbished-Console-1TB-Black/353362073649?epid=25025035060&hash=item5246055831:g:B5QAAOSw-t5e~ucN,0040962849705
xbox one x 1tb console White,Pre-Owned,ILS 515.70,Tim,0,https://www.ebay.com/itm/xbox-one-x-1tb-console-White/393103512933?hash=item5b86cb9565:g:nQsAAOSw1V9gCPr9,
Microsoft Xbox One X 1TB Black: Used but great condition: 2 Controllers: No Box,Pre-Owned,ILS 346.06,Tim,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Used-but-great-condition-2-Controllers-No-Box/303856459667?hash=item46bf419f93:g:blwAAOSwDJxgCdyP,
Xbox one x console refurbished,Refurbished,ILS 633.61,Tim,0,https://www.ebay.com/itm/Xbox-one-x-console-refurbished/333865318408?hash=item4dbbec7808:g:wHwAAOSwnm1gCkEk,
Used Microsoft Xbox One X 1TB Console. Ships Next Day!,Pre-Owned,ILS 908.06,5.0,0,https://www.ebay.com/itm/Used-Microsoft-Xbox-One-X-1TB-Console-Ships-Next-Day/184631527026?epid=238382386&hash=item2afce58672:g:EdsAAOSw6zRgCghD,0886389157500
Microsoft Xbox One X 1tb Console-Black,Refurbished,ILS 791.71,Wat,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Console-Nera/254750394258?hash=item3b504e8792:g:~oIAAOSw8OteQFmT,0889842306217
Microsoft Xbox One x 1TB Console +2 Controller,Pre-Owned,ILS 298.38,Tim,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Konsole-2-Controller/303856929653?hash=item46bf48cb75:g:mJUAAOSwo25gCn84,0885370898248
"XBOX ONE X 1TB console bundle GREAT CONDITION 2 Controllers, 10 Games All Cables",Pre-Owned,ILS 696.62,Tim,0,https://www.ebay.com/itm/XBOX-ONE-X-1TB-console-bundle-GREAT-CONDITION-2-Controllers-10-Games-All-Cables/164658892373?hash=item26566f4e55:g:FpYAAOSwGJVgCfNQ,
Xbox One X 1 TB SSD,Pre-Owned,ILS 943.80,Wat,0,https://www.ebay.com/itm/Xbox-One-X-1-TB-SSD/124539907786?hash=item1cff282eca:g:sV4AAOSwi09gCrKw,
Xbox one console microsoft x 1tb,New (Other),ILS 596.77,Tim,0,https://www.ebay.com/itm/Consola-XBOX-ONE-X-1TB-Microsoft/303855205313?hash=item46bf2e7bc1:g:JCgAAOSwGPhf~9Sp,
Microsoft Xbox One X 1TB Black Console,Pre-Owned,ILS 337.07,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console/193858975703?epid=23031191832&hash=item2d22e537d7:g:fb0AAOSwYrZeNtY~,5027757108709
Microsoft Xbox One X 1TB Black Console,Pre-Owned,ILS 224.72,5.0,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Black-Console/373436291152?epid=23031191832&hash=item56f2899850:g:fb0AAOSwYrZeNtY~,5027757108709
Xbox One X Project Scorpio Edition With 18 Games!,Pre-Owned,ILS 458.42,Tim,0,https://www.ebay.com/itm/Xbox-One-X-Project-Scorpio-Edition-With-18-Games/224324590517?hash=item343ac99bb5:g:5YEAAOSwAXhgCpkD,
Xbox One S 1TB Fortnite Battle Royale Special Edition Bundle/ FACTORY SEALED!,Brand New,"ILS 2,357.49",5.0,0,https://www.ebay.com/itm/Xbox-One-S-1TB-Fortnite-Battle-Royale-Special-Edition-Bundle-FACTORY-SEALED/303715825394?epid=22032316475&hash=item46b6dfb6f2:g:E~cAAOSw~dxfe32I,
Xbox One X Konsole System 1TB Japan Microsoft CYV-00015 HDD Bluetooth 4K Neu,Brand New,"ILS 2,038.31",Top,0,https://www.ebay.com/itm/Xbox-One-X-Konsole-System-1TB-Japan-Microsoft-CYV-00015-HDD-Bluetooth-4K-Neu/114131472715?epid=9027457684&hash=item1a92c4114b:g:52cAAOSwOJJavRZS,4549576079592
Xbox One X Cyberpunk 2077 Edition,Brand New,"ILS 2,831.41",5.0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Edition/363046118262?epid=25039041277&hash=item54873c2376:g:IRwAAOSwsQ5e3Ski,889842564150
Microsoft Xbox One X Cyberpunk 2077 Limited Edition Console SOLD OUT SEALED NEW,Brand New,"ILS 1,909.85",Wat,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-SOLD-OUT-SEALED-NEW/265010473286?hash=item3db3dae946:g:CKIAAOSwqNVf9sLB,
